testId;confId;branch S/L;CfxOK;PathLenth;PathDist;RatioPath;RatioRot;FoundBranch;RotLength;Rotdist
2;5;S;TRUE;2940.43;0.144211;0.519756;0;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.0227411;0;0.51999;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.139685;0.529757;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0217645;0;0.52999;S;179.88;0
2;5;S;TRUE;2940.43;0.135175;0.539758;0;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.0209493;0;0.539991;S;179.88;0
2;5;S;TRUE;2940.43;0.130845;0.549759;0;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.0199693;0;0.549991;S;179.88;0
2;5;S;TRUE;2940.43;0.126417;0.55976;0;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.0192148;0;0.559991;S;179.88;0
2;5;S;TRUE;2940.43;0.122629;0.56976;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0185118;0;0.569991;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.137708;0.579694;0;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.0290222;0;0.579985;S;179.88;0
2;5;S;TRUE;2940.43;0.133274;0.589694;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0272165;0;0.589986;S;179.88;0
2;5;S;TRUE;2940.43;0.12702;0.599696;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0255096;0;0.599986;S;179.88;0
2;5;S;TRUE;2940.43;0.1201;0.609699;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0238366;0;0.609987;S;179.88;0
2;5;S;TRUE;2940.43;0.113082;0.619702;0;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.022089;0;0.619988;S;179.88;0
2;5;S;TRUE;2940.43;0.105908;0.629706;0;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.0205322;0;0.629988;S;179.88;0
2;5;S;TRUE;2940.43;0.123551;0.639592;0;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.0406122;0;0.639974;S;179.88;0
2;5;S;TRUE;2940.43;0.114336;0.649599;0;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.0383786;0;0.649975;S;179.88;0.0559529
2;5;S;TRUE;2940.43;0.104631;0.659606;0;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.0358312;0;0.659977;S;179.88;0
2;5;S;TRUE;2940.43;0.0752406;0.669729;0;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.0147115;0;0.669991;S;179.88;0
2;5;S;TRUE;2940.43;0.0660926;0.679738;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0125592;0;0.679992;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.0599594;0.689733;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0121912;0;0.689992;S;179.88;0
2;5;S;TRUE;2940.43;0.0495912;0.699785;0;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.00724032;0;0.699995;S;179.88;0
2;5;S;TRUE;2940.43;0.0443322;0.709819;0;S;179.88;0
2;5;S;TRUE;2940.43;0.00531952;0;0.709997;S;179.88;0
2;5;S;TRUE;2940.43;0.0424169;0.719823;0;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.00537387;0;0.719997;S;179.88;0
2;5;S;TRUE;2940.43;0.0421426;0.729778;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0101254;0;0.729993;S;179.88;0
2;5;S;TRUE;2940.43;0.0394673;0.739814;0;S;179.88;0
2;5;S;TRUE;2940.43;0.00689238;0;0.739996;S;179.88;0
2;5;S;TRUE;2940.43;0.0410863;0.749789;0;S;179.88;0
2;5;S;TRUE;2940.43;0.010007;0;0.749993;S;179.88;0
2;5;S;TRUE;2940.43;0.041737;0.759797;0;S;179.88;0
2;5;S;TRUE;2940.43;0.00953263;0;0.759993;S;179.88;0.0395647
