testId;confId;B*_cf1;B*_cf4;B*_cf6;B*_cfx;MatchesShort;MatchesLong;ControlMatchShort;ControlMatchLong;C_rax1;C_rax2;C_rax3;C_rax4;C_rax5;C_rax6;C_cf1;C_cf4;C_cf6;C_cfx;CalcC_rax1;CalcC_rax2;CalcC_rax3;CalcC_rax4;CalcC_rax5;CalcC_rax6;CalcC_cf1;CalcC_cf4;CalcC_cf6;CalcC_cfx;PathL_rax1;PathL_rax2;PathL_rax3;PathL_rax4;PathL_rax5;PathL_rax6
19;4;0;-4;0;0;FALSE;TRUE;FALSE;TRUE;0.543284;12.1559;-30.6119;-198.551;23.0379;193.09;0;-3;2;0;0.543232;12.1559;-30.6119;-198.551;23.0379;193.09;0;-3;2;0;0.543232;12.1559;-30.6119;-198.551;23.0379;193.09
21;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;-44.8564;6.82997;5.25203;216.582;24.5317;7.24443;-1;2;0;0;-44.8564;6.82997;5.25203;216.582;24.5317;7.24443;-1;2;0;0;-44.8564;6.82997;5.25203;216.582;24.5317;7.24443
22;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;0.538614;55.5475;-64.5498;-129.326;12.4463;-143.485;0;-2;-2;0;0.53862;55.5475;-64.5498;-129.326;12.4463;-143.485;0;-2;-2;0;0.538621;55.5475;-64.5498;-129.326;12.4463;-143.485
23;4;0;-4;0;0;TRUE;FALSE;TRUE;FALSE;135.364;43.0006;-26.9526;-158.032;17.3948;-62.4145;1;-2;-1;0;135.364;43.0007;-26.9526;-158.032;17.3948;-62.4145;1;-2;-1;0;135.364;43.0007;-26.9526;-158.032;17.3948;-62.4145
24;4;0;-4;0;0;TRUE;FALSE;TRUE;FALSE;45.5554;19.9501;-14.7961;-169.474;52.3634;224.711;0;-2;2;0;45.5554;19.9501;-14.7961;-169.474;52.3634;224.711;0;-2;2;0;45.5554;19.9501;-14.7961;-169.474;52.3634;224.711
25;8;0;0;4;0;TRUE;FALSE;TRUE;FALSE;44.5372;30.0323;34.6467;-90.6127;35.386;354.413;0;-2;3;0;44.5371;30.0323;34.6467;-90.6127;35.386;354.413;0;-2;3;0;44.5371;30.0323;34.6467;-90.6127;35.386;354.413
27;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;89.3735;30.26;-39.6573;66.5003;23.2539;28.6572;0;0;0;0;89.3735;30.26;-39.6573;66.5003;23.2539;28.6572;0;0;0;0;89.3735;30.26;-39.6573;66.5003;23.2539;28.6572
28;9;0;4;4;0;TRUE;FALSE;TRUE;FALSE;89.0885;10.9824;-63.3598;268.206;27.3509;264.634;0;2;2;0;89.0878;10.9822;-63.3599;268.206;27.3508;264.634;0;2;2;0;89.0878;10.9822;-63.3599;268.206;27.3508;264.634
29;1;0;-4;-4;0;TRUE;FALSE;TRUE;FALSE;43.0087;-29.7071;-18.398;-141.355;47.316;-174.711;0;-2;-2;0;43.0085;-29.7072;-18.398;-141.355;47.316;-174.711;0;-2;-2;0;43.0085;-29.7072;-18.398;-141.355;47.316;-174.711
30;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;-134.255;12.714;39.8313;-11.546;39.3271;97.7382;-2;-1;1;0;-134.255;12.714;39.8313;-11.546;39.3271;97.7382;-2;-1;1;0;-134.255;12.714;39.8313;-11.546;39.3271;97.7382
31;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;-90.625;57.8307;-0.277426;208.737;19.0081;-124.744;-2;2;-2;0;-90.625;57.8307;-0.277426;208.737;19.0081;-124.744;-2;2;-2;0;-90.625;57.8307;-0.277426;208.737;19.0081;-124.744
32;4;0;-4;0;0;FALSE;FALSE;TRUE;FALSE;-134.86;37.4461;-40.6194;-233.85;29.3032;151.311;-2;-3;1;0;-134.86;37.4461;-40.6194;-233.85;29.3032;151.311;-2;-3;1;0;-134.86;37.4461;-40.6194;-233.85;29.3032;151.311
33;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;45.0209;47.4227;42.3442;-75.6816;48.1713;-46.6623;0;-1;-1;0;45.0209;47.4227;42.3442;-75.6815;48.1713;-46.6623;0;-1;-1;0;45.0209;47.4227;42.3442;-75.6815;48.1713;-46.6623
34;6;0;4;0;0;TRUE;FALSE;TRUE;FALSE;-81.3106;-20.1362;-57.0245;253.791;39.7695;191.973;-1;2;2;0;-81.3067;-20.1355;-57.0243;253.79;39.7705;191.974;-1;2;2;0;-81.3067;-20.1355;-57.0243;253.79;39.7705;191.974
35;1;0;-4;-4;0;FALSE;TRUE;FALSE;TRUE;134.717;26.9101;-5.199;-260.053;32.8112;-137.029;1;-3;-2;0;134.717;26.9101;-5.199;-260.053;32.8112;-137.029;1;-3;-2;0;134.717;26.9101;-5.199;-260.053;32.8112;-137.029
35;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;134.717;26.9101;-5.19901;99.9466;32.8112;-137.029;1;1;-2;0;134.717;26.9101;-5.199;99.9466;32.8112;-137.029;1;1;-2;0;134.717;26.9101;-5.199;99.9466;32.8112;-137.029
36;4;0;-4;0;0;TRUE;FALSE;TRUE;FALSE;-134.142;-11.1693;-27.7667;-247.403;6.94259;146.747;-2;-3;1;0;-134.142;-11.1693;-27.7667;-247.403;6.94259;146.747;-2;-3;1;0;-134.142;-11.1693;-27.7667;-247.403;6.94259;146.747
36;5;0;0;0;0;FALSE;FALSE;FALSE;TRUE;-134.142;-11.1694;-27.7667;112.597;6.94257;146.747;-2;1;1;0;-134.142;-11.1693;-27.7667;112.597;6.94259;146.747;-2;1;1;0;-134.142;-11.1693;-27.7667;112.597;6.94259;146.747
37;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;-89.2323;-20.7592;-36.2159;81.7222;45.3509;-138.825;-1;0;-2;0;-89.2323;-20.7592;-36.2159;81.7222;45.3508;-138.825;-1;0;-2;0;-89.2323;-20.7592;-36.2159;81.7222;45.3508;-138.825
38;3;0;4;-4;0;TRUE;FALSE;TRUE;FALSE;0.100727;-11.3825;-1.46925;261.57;8.64817;-348.289;0;2;-4;0;0.100736;-11.3825;-1.46925;261.57;8.64817;-348.289;0;2;-4;0;0.100736;-11.3825;-1.46925;261.57;8.64817;-348.289
39;7;0;-4;4;0;TRUE;FALSE;TRUE;FALSE;-48.4338;-20.7029;-48.7433;-283.363;7.19984;326.715;-1;-4;3;0;-48.4343;-20.7029;-48.7434;-283.363;7.19988;326.715;-1;-4;3;0;-48.4343;-20.7029;-48.7434;-283.363;7.19988;326.715
41;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;-88.2881;-41.0495;2.74006;-72.2307;23.0974;-155.629;-1;-1;-2;0;-88.288;-41.0495;2.74006;-72.2307;23.0974;-155.629;-1;-1;-2;0;-88.288;-41.0495;2.74006;-72.2307;23.0974;-155.629
42;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;90.5043;21.229;-6.2865;-127.774;24.6923;-227.138;1;-2;-3;0;90.5043;21.2291;-6.28649;-127.774;24.6923;-227.138;1;-2;-3;0;90.5043;21.2291;-6.28649;-127.774;24.6923;-227.138
43;9;0;4;4;0;TRUE;FALSE;TRUE;FALSE;44.5313;-19.174;28.1766;275.415;31.0636;356.487;0;3;3;0;44.5312;-19.174;28.1765;275.415;31.0636;356.487;0;3;3;0;44.5312;-19.174;28.1765;275.415;31.0636;356.487
44;8;0;0;4;0;TRUE;FALSE;TRUE;FALSE;44.7436;-14.2838;24.378;51.1638;41.3741;265.294;0;0;2;0;44.7433;-14.2838;24.3781;51.1639;41.3741;265.294;0;0;2;0;44.7433;-14.2838;24.3781;51.1639;41.3741;265.294
45;4;0;-4;0;0;TRUE;FALSE;TRUE;FALSE;-51.2737;-8.82639;-70.8192;-261.435;8.39689;217.321;-1;-3;2;0;-51.2755;-8.82631;-70.8192;-261.435;8.39706;217.321;-1;-3;2;0;-51.2755;-8.82631;-70.8192;-261.435;8.39706;217.321
46;5;0;0;0;0;FALSE;FALSE;TRUE;FALSE;-134.486;31.0937;-20.4561;-122.372;0.757366;-48.7749;-2;-2;-1;0;-134.486;31.0937;-20.4561;-122.372;0.757366;-48.775;-2;-2;-1;0;-134.486;31.0937;-20.4561;-122.371;0.757367;-48.7753
47;4;0;-4;0;0;TRUE;FALSE;TRUE;FALSE;45.2646;3.40733;-50.4875;-176.91;39.1351;-46.1851;0;-2;-1;0;45.2647;3.40732;-50.4875;-176.91;39.1351;-46.1851;0;-2;-1;0;45.2647;3.40732;-50.4875;-176.91;39.1351;-46.1851
48;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;-134.636;40.6258;5.42961;-55.0134;22.9116;-220.78;-2;-1;-3;0;-134.636;40.6258;5.42961;-55.0134;22.9116;-220.78;-2;-1;-3;0;-134.636;40.6258;5.42961;-55.0134;22.9116;-220.78
49;8;0;0;4;0;TRUE;FALSE;TRUE;FALSE;-44.5832;46.9452;-62.8706;-103.764;7.07888;328.279;-1;-2;3;0;-44.5829;46.9452;-62.8706;-103.764;7.07891;328.279;-1;-2;3;0;-44.5829;46.9452;-62.8706;-103.764;7.07891;328.279
50;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;-90.6469;26.9772;-45.6363;88.0699;49.647;-224.706;-2;0;-3;0;-90.6473;26.9774;-45.6363;88.0699;49.6471;-224.706;-2;0;-3;0;-90.6473;26.9774;-45.6363;88.0699;49.6471;-224.706
51;7;0;-4;4;0;TRUE;FALSE;TRUE;FALSE;44.1477;16.8012;-48.2795;-164.961;7.537;255.946;0;-2;2;0;44.1477;16.8012;-48.2795;-164.961;7.537;255.946;0;-2;2;0;44.1477;16.8012;-48.2795;-164.961;7.537;255.946
52;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;-45.1631;-8.93273;-4.1906;5.294;16.5476;-148.819;-1;0;-2;0;-45.1631;-8.93273;-4.1906;5.29401;16.5476;-148.819;-1;0;-2;0;-45.1631;-8.93273;-4.1906;5.29401;16.5476;-148.819
52;5;0;0;0;0;FALSE;TRUE;FALSE;TRUE;-45.1631;-8.93273;-4.19059;5.29401;16.5476;211.181;-1;0;2;0;-45.1631;-8.93273;-4.1906;5.29401;16.5476;211.181;-1;0;2;0;-45.1631;-8.93273;-4.1906;5.294;16.5476;211.181
53;8;0;0;4;0;TRUE;FALSE;TRUE;FALSE;0.299176;41.262;-18.3684;147.38;39.6083;258.112;0;1;2;0;0.299237;41.262;-18.3684;147.38;39.6083;258.112;0;1;2;0;0.299237;41.262;-18.3684;147.38;39.6083;258.112
54;4;0;-4;0;0;TRUE;FALSE;TRUE;FALSE;-90.1403;60.404;-74.5531;-226.801;25.4573;183.327;-2;-3;2;0;-90.1417;60.405;-74.553;-226.801;25.4577;183.328;-2;-3;2;0;-90.1417;60.4049;-74.5529;-226.801;25.4577;183.328
55;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;134.357;43.7535;-6.45799;-114.303;16.6579;206.541;1;-2;2;0;134.357;43.7535;-6.45799;-114.303;16.6579;206.541;1;-2;2;0;134.357;43.7535;-6.45799;-114.303;16.6579;206.541
56;5;0;0;0;0;FALSE;TRUE;FALSE;TRUE;91.191;-20.6623;49.9337;-128.903;14.3966;-86.1799;1;-2;-1;0;91.1908;-20.6624;49.9337;-128.904;14.3965;-86.1798;1;-2;-1;0;91.1908;-20.6624;49.9337;-128.904;14.3965;-86.1798
56;6;0;4;0;0;TRUE;FALSE;TRUE;FALSE;91.1907;-20.6624;49.9337;231.096;14.3965;-86.1798;1;2;-1;0;91.1908;-20.6624;49.9337;231.096;14.3965;-86.1798;1;2;-1;0;91.1908;-20.6624;49.9337;231.096;14.3966;-86.1798
57;8;0;0;4;0;TRUE;FALSE;TRUE;FALSE;-45.0235;-37.4466;-23.5645;-96.6128;59.7264;312.276;-1;-2;3;0;-45.0235;-37.4466;-23.5645;-96.6128;59.7264;312.276;-1;-2;3;0;-45.0235;-37.4466;-23.5645;-96.6128;59.7264;312.276
57;9;0;4;4;0;FALSE;TRUE;FALSE;TRUE;-45.0235;-37.4466;-23.5645;263.387;59.7264;312.276;-1;2;3;0;-45.0235;-37.4466;-23.5645;263.387;59.7264;312.276;-1;2;3;0;-45.0235;-37.4466;-23.5645;263.387;59.7264;312.276
58;8;0;0;4;0;TRUE;FALSE;TRUE;FALSE;-90.7257;-4.3914;8.64468;113.368;8.93893;331.03;-2;1;3;0;-90.7258;-4.3914;8.64468;113.368;8.93893;331.03;-2;1;3;0;-90.7258;-4.3914;8.64468;113.368;8.93893;331.03
59;1;0;-4;-4;0;TRUE;FALSE;TRUE;FALSE;0.0670037;36.333;-26.3074;-218.987;34.5914;-311.887;0;-3;-4;0;0.0670388;36.333;-26.3074;-218.987;34.5914;-311.887;0;-3;-4;0;0.0670388;36.333;-26.3074;-218.987;34.5914;-311.887
60;4;0;-4;0;0;TRUE;FALSE;TRUE;FALSE;-134.547;26.8443;-10.7296;-263.256;36.4956;174.074;-2;-3;1;0;-134.547;26.8443;-10.7296;-263.256;36.4956;174.074;-2;-3;1;0;-134.547;26.8443;-10.7296;-263.256;36.4956;174.074
61;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;-45.3971;14.9134;-36.7504;88.5144;5.38713;0.917038;-1;0;0;0;-45.3971;14.9134;-36.7504;88.5144;5.38713;0.917041;-1;0;0;0;-45.3971;14.9134;-36.7504;88.5144;5.38713;0.917041
63;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;134.849;2.98354;-30.8777;73.6297;25.3917;-339.242;1;0;-4;0;134.849;2.98354;-30.8777;73.6297;25.3917;-339.242;1;0;-4;0;134.849;2.98354;-30.8777;73.6297;25.3917;-339.242
64;4;0;-4;0;0;TRUE;FALSE;TRUE;FALSE;-45.3249;44.5132;5.03686;-187.981;37.857;93.0451;-1;-3;1;0;-45.325;44.5132;5.03686;-187.981;37.857;93.0451;-1;-3;1;0;-45.325;44.5132;5.03686;-187.981;37.857;93.0451
65;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;135.031;-4.06564;-56.8752;121.283;20.2444;-32.7382;1;1;-1;0;135.031;-4.06564;-56.8752;121.283;20.2444;-32.7382;1;1;-1;0;135.031;-4.06564;-56.8752;121.283;20.2444;-32.7382
66;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;-89.9705;36.4269;6.1405;-70.0073;16.6208;-285.633;-1;-1;-4;0;-89.9706;36.4269;6.14049;-70.0072;16.6208;-285.633;-1;-1;-4;0;-89.9706;36.4269;6.14049;-70.0072;16.6208;-285.633
67;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;-0.121295;-19.7087;45.6897;-38.1312;19.8631;-186.172;-1;-1;-3;0;-0.121324;-19.7087;45.6897;-38.1312;19.8631;-186.172;-1;-1;-3;0;-0.121324;-19.7087;45.6897;-38.1312;19.8631;-186.172
68;4;0;-4;0;0;TRUE;FALSE;TRUE;FALSE;135.37;31.5994;-21.547;-146.543;10.8742;-68.8083;1;-2;-1;0;135.37;31.5994;-21.547;-146.543;10.8742;-68.8084;1;-2;-1;0;135.37;31.5994;-21.547;-146.543;10.8742;-68.8084
69;6;0;4;0;0;TRUE;FALSE;TRUE;FALSE;135.354;42.1572;38.7513;272.08;36.3448;89.4278;1;3;0;0;135.354;42.1572;38.7513;272.08;36.3448;89.4278;1;3;0;0;135.354;42.1572;38.7513;272.08;36.3448;89.4278
70;8;0;0;4;0;TRUE;FALSE;TRUE;FALSE;133.067;-34.9624;-7.43849;61.3124;25.2954;347.251;1;0;3;0;133.066;-34.9624;-7.43847;61.3125;25.2955;347.251;1;0;3;0;133.066;-34.9624;-7.43847;61.3125;25.2955;347.251
71;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;-45.6624;56.2248;15.7384;170.61;60.565;100.292;-1;1;1;0;-45.6625;56.2248;15.7384;170.61;60.565;100.292;-1;1;1;0;-45.6625;56.2248;15.7384;170.61;60.565;100.292
73;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;45.2121;-2.44458;10.5863;-85.3709;64.7398;89.9172;0;-1;0;0;45.2121;-2.44458;10.5863;-85.3709;64.7398;89.9172;0;-1;0;0;45.2121;-2.44458;10.5863;-85.3709;64.7398;89.9172
74;1;0;-4;-4;0;TRUE;FALSE;TRUE;FALSE;-45.0293;0.781677;16.2853;-137.887;43.6641;-349.077;-1;-2;-4;0;-45.0293;0.781688;16.2853;-137.887;43.6641;-349.077;-1;-2;-4;0;-45.0293;0.781688;16.2853;-137.887;43.6641;-349.077
75;4;0;-4;0;0;TRUE;FALSE;TRUE;FALSE;-43.653;-5.82151;38.2769;-162.205;54.0447;29.381;-1;-2;0;0;-43.653;-5.82151;38.2769;-162.205;54.0447;29.381;-1;-2;0;0;-43.653;-5.82151;38.2769;-162.205;54.0447;29.381
76;2;0;0;-4;0;FALSE;TRUE;FALSE;TRUE;-89.9677;-1.78005;-33.227;127.457;21.8213;-208.429;-1;1;-3;0;-89.9677;-1.78005;-33.227;127.457;21.8213;-208.429;-1;1;-3;0;-89.9677;-1.78005;-33.227;127.457;21.8213;-208.429
76;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;-89.9677;-1.78005;-33.227;127.457;21.8213;151.571;-1;1;1;0;-89.9677;-1.78005;-33.227;127.457;21.8213;151.571;-1;1;1;0;-89.9677;-1.78005;-33.227;127.457;21.8213;151.571
77;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;-89.7312;-11.7639;-28.1592;53.7521;21.5999;43.8226;-1;0;0;0;-89.7312;-11.7639;-28.1592;53.7521;21.5998;43.8226;-1;0;0;0;-89.7312;-11.7639;-28.1592;53.7521;21.5998;43.8226
78;7;0;-4;4;0;TRUE;FALSE;TRUE;FALSE;0.209791;-31.243;-2.03656;-280.718;27.1704;327.788;0;-4;3;0;0.20979;-31.243;-2.03656;-280.718;27.1704;327.788;0;-4;3;0;0.20979;-31.243;-2.03656;-280.718;27.1704;327.788
79;8;0;0;4;0;TRUE;FALSE;TRUE;FALSE;-89.753;-58.1495;35.2092;-5.70309;16.7534;358.665;-1;-1;3;0;-89.753;-58.1495;35.2092;-5.70309;16.7534;358.665;-1;-1;3;0;-89.753;-58.1495;35.2092;-5.70308;16.7534;358.665
80;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;88.9826;-39.3908;14.1957;133.965;50.1385;138.208;0;1;1;0;88.9826;-39.3908;14.1957;133.965;50.1385;138.208;0;1;1;0;88.9826;-39.3908;14.1957;133.965;50.1385;138.208
81;1;0;-4;-4;0;FALSE;TRUE;FALSE;TRUE;-90.1572;11.3062;16.0909;-259.642;21.1148;-321.129;-2;-3;-4;0;-90.1572;11.3062;16.0909;-259.642;21.1148;-321.129;-2;-3;-4;0;-90.1572;11.3062;16.0909;-259.642;21.1148;-321.129
81;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;-90.1572;11.3062;16.0909;100.358;21.1148;-321.129;-2;1;-4;0;-90.1572;11.3062;16.0909;100.358;21.1148;-321.129;-2;1;-4;0;-90.1572;11.3062;16.0909;100.358;21.1148;-321.129
82;3;0;4;-4;0;TRUE;FALSE;TRUE;FALSE;-64.2518;-22.8882;-53.146;232.634;40.9502;-174.497;-1;2;-2;0;-64.2556;-22.8885;-53.146;232.634;40.9497;-174.496;-1;2;-2;0;-64.2556;-22.8885;-53.146;232.634;40.9497;-174.496
83;3;0;4;-4;0;TRUE;FALSE;TRUE;FALSE;134.626;12.3372;4.8394;286.703;32.6057;-324.284;1;3;-4;0;134.626;12.3372;4.8394;286.703;32.6057;-324.284;1;3;-4;0;134.626;12.3372;4.8394;286.703;32.6057;-324.284
84;1;0;-4;-4;0;FALSE;TRUE;FALSE;TRUE;89.5693;55.5924;8.02646;-260.324;47.764;-181.432;0;-3;-3;0;89.5693;55.5924;8.02646;-260.324;47.764;-181.432;0;-3;-3;0;89.5693;55.5924;8.02646;-260.324;47.764;-181.432
84;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;89.5693;55.5924;8.02646;99.6761;47.764;-181.432;0;1;-3;0;89.5693;55.5924;8.02646;99.6761;47.764;-181.432;0;1;-3;0;89.5693;55.5924;8.02646;99.6761;47.764;-181.432
85;7;0;-4;4;0;TRUE;FALSE;TRUE;FALSE;45.7018;-51.9253;25.9877;-253.467;37.6722;248.188;0;-3;2;0;45.7018;-51.9253;25.9878;-253.467;37.6722;248.188;0;-3;2;0;45.7018;-51.9253;25.9878;-253.467;37.6722;248.188
86;3;0;4;-4;0;TRUE;FALSE;TRUE;FALSE;-0.00170782;-35.4599;7.00376;271.69;58.9831;-356.678;-1;3;-4;0;-0.00171353;-35.4599;7.00376;271.69;58.9831;-356.678;-1;3;-4;0;-0.00171345;-35.4599;7.00375;271.69;58.9831;-356.678
87;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;-45.1528;34.5568;10.0776;54.4615;43.6314;-53.992;-1;0;-1;0;-45.1528;34.5568;10.0776;54.4615;43.6314;-53.992;-1;0;-1;0;-45.1528;34.5568;10.0776;54.4614;43.6314;-53.992
88;8;0;0;4;0;TRUE;FALSE;TRUE;FALSE;91.9191;-46.1737;8.07922;-94.4853;8.51409;276.715;1;-2;3;0;91.9191;-46.1737;8.07922;-94.4853;8.51409;276.715;1;-2;3;0;91.9191;-46.1737;8.07922;-94.4853;8.51409;276.715
89;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;43.8371;13.9627;-65.7945;44.8486;7.85212;-137.924;0;0;-2;0;43.8371;13.9627;-65.7945;44.8486;7.85212;-137.924;0;0;-2;0;43.8371;13.9627;-65.7945;44.8487;7.85211;-137.925
90;4;0;-4;0;0;TRUE;FALSE;TRUE;FALSE;45.3388;51.1254;37.2475;-289.238;25.2716;69.644;0;-4;0;0;45.3388;51.1254;37.2475;-289.238;25.2716;69.644;0;-4;0;0;45.3388;51.1254;37.2475;-289.238;25.2716;69.644
