testId;confId;B*_cf1;B*_cf4;B*_cf6;B*_cfx;MatchesShort;MatchesLong;ControlMatchShort;ControlMatchLong;C_rax1;C_rax2;C_rax3;C_rax4;C_rax5;C_rax6;C_cf1;C_cf4;C_cf6;C_cfx;CalcC_rax1;CalcC_rax2;CalcC_rax3;CalcC_rax4;CalcC_rax5;CalcC_rax6;CalcC_cf1;CalcC_cf4;CalcC_cf6;CalcC_cfx;PathL_rax1;PathL_rax2;PathL_rax3;PathL_rax4;PathL_rax5;PathL_rax6
79;1;0;-4;-4;0;TRUE;FALSE;TRUE;FALSE;135;-21.7335;-0.195594;-135;48.7478;-360;1;-2;-5;0;135;-21.7334;-0.195621;-135;48.7478;-360;1;-2;-5;0;135;-21.7334;-0.195621;-135;48.7478;-360
79;4;0;-4;0;0;FALSE;TRUE;FALSE;TRUE;134.999;-21.7337;-0.19519;-135;48.7478;-2.53313E-5;1;-2;-1;0;135;-21.7334;-0.195621;-135;48.7478;-0.000116593;1;-2;-1;0;135;-21.7334;-0.195621;-135;48.7478;-0.000117794
82;8;0;0;4;0;FALSE;TRUE;FALSE;TRUE;135;-35.4492;42.2989;-89.9993;45.0196;315.001;1;-1;3;0;135.001;-35.4485;42.2993;-89.9994;45.0197;315.001;1;-1;3;0;135.001;-35.4485;42.2993;-89.9994;45.0197;315.001
82;9;0;4;4;0;TRUE;FALSE;TRUE;FALSE;135.001;-35.4489;42.299;270.001;45.0197;315.001;1;3;3;0;135.001;-35.4485;42.2993;270.001;45.0197;315.001;1;3;3;0;135.001;-35.4485;42.2993;270.001;45.0197;315.001
83;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;135.001;23.3588;-18.4337;-89.9991;49.0354;-134.999;1;-1;-2;0;135.001;23.3595;-18.4338;-89.9991;49.0353;-134.999;1;-1;-2;0;135.001;23.3595;-18.4338;-89.9991;49.0353;-134.999
83;8;0;0;4;0;FALSE;TRUE;FALSE;TRUE;135.001;23.3588;-18.4337;-89.9992;49.0354;225.001;1;-1;2;0;135.001;23.3595;-18.4338;-89.9991;49.0353;225.001;1;-1;2;0;135.001;23.3595;-18.4338;-89.9991;49.0353;225.001
85;8;0;0;4;0;FALSE;TRUE;FALSE;TRUE;-44.9987;29.6506;-61.7816;-90.0002;34.9944;315;-1;-2;3;0;-44.9998;29.6512;-61.7817;-89.9998;34.9944;315;-1;-1;3;0;-44.9998;29.6512;-61.7817;-89.9998;34.9944;315
88;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;-0.00195342;36.6308;-37.5088;-89.9997;53.7156;180.001;-1;-1;2;0;0.000497925;36.6314;-37.5091;-89.9995;53.7156;180.001;0;-1;2;0;0.000497925;36.6314;-37.5091;-89.9995;53.7156;180.001
89;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;-90.0002;2.05999;-14.1966;180;2.29804;-90.0003;-2;1;-2;0;-90.0003;2.06001;-14.1966;180;2.29804;-90.0003;-2;1;-2;0;-90.0003;2.06001;-14.1966;180;2.29804;-90.0003
90;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;44.9985;49.606;-65.1105;-0.000921851;53.1168;-90.0009;0;-1;-2;0;44.9991;49.6066;-65.1103;-0.000908008;53.1168;-90.0009;0;-1;-2;0;44.9991;49.6066;-65.1103;-0.000908011;53.1168;-90.0009
102;3;0;4;-4;0;TRUE;FALSE;TRUE;FALSE;-89.9998;-12.197;23.7358;270;2.80709;-225;-1;3;-3;0;-89.9998;-12.197;23.7358;270;2.80709;-225;-1;3;-3;0;-89.9998;-12.197;23.7358;270;2.80709;-225
103;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;-3.55671E-5;13.5112;5.64442;0.000848926;55.501;90.0009;-1;0;1;0;0.00091901;13.5118;5.64439;0.000918909;55.501;90.0009;0;0;1;0;0.000918963;13.5118;5.64439;0.00091965;55.501;90.0009
104;1;0;-4;-4;0;TRUE;FALSE;TRUE;FALSE;-44.9993;59.5011;28.5404;-135.001;55.4021;-135.001;-1;-2;-2;0;-45.001;59.5019;28.5403;-135.001;55.4021;-135.001;-1;-2;-2;0;-45.001;59.5019;28.5403;-135.001;55.4021;-135.001
107;5;0;0;0;0;FALSE;TRUE;FALSE;TRUE;-134.998;31.7745;-54.7397;45.0009;36.3494;90.0008;-2;0;1;0;-134.999;31.7753;-54.7395;45.0008;36.3494;90.0008;-2;0;1;0;-134.999;31.7753;-54.7395;45.0008;36.3494;90.0008
108;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;-134.999;-17.6275;-10.0979;-134.999;50.4617;-269.999;-2;-2;-3;0;-134.999;-17.6281;-10.0983;-134.999;50.4618;-269.999;-2;-2;-3;0;-134.999;-17.6281;-10.0983;-134.999;50.4618;-269.999
108;3;0;4;-4;0;FALSE;FALSE;FALSE;TRUE;-134.999;-17.627;-10.0973;225;50.4617;-269.999;-2;2;-3;0;-134.999;-17.6281;-10.0983;225.001;50.4618;-269.999;-2;2;-3;0;-134.999;-17.6281;-10.0983;225.001;50.4618;-269.999
109;6;0;4;0;0;FALSE;TRUE;FALSE;TRUE;-90.0028;3.68517;-72.2956;269.999;33.4105;-90.0011;-2;2;-2;0;-90.0009;3.68605;-72.2953;269.999;33.4104;-90.001;-2;2;-2;0;-90.0009;3.68605;-72.2953;269.999;33.4104;-90.001
110;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;44.9995;-8.05195;16.5625;-90.0004;8.47071;-270;0;-2;-4;0;44.9998;-8.05139;16.5627;-90.0002;8.47072;-270;0;-2;-4;0;44.9998;-8.05139;16.5627;-90.0002;8.47072;-270
111;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;45.0001;19.7849;-50.2325;0.000311268;43.0128;-135;0;0;-2;0;45.0003;19.7852;-50.2326;0.000301317;43.0128;-135;0;0;-2;0;45.0003;19.7852;-50.2326;0.00030152;43.0128;-135
111;8;0;0;4;0;FALSE;TRUE;FALSE;TRUE;45.0001;19.7848;-50.2325;0.000309337;43.0128;225;0;0;2;0;45.0003;19.7852;-50.2326;0.000301317;43.0128;225;0;0;2;0;45.0003;19.7852;-50.2326;0.000299739;43.0128;225
115;4;0;-4;0;0;FALSE;TRUE;FALSE;TRUE;-0.00038571;51.4853;-43.4721;-225;6.21662;-45.0003;-1;-3;-1;0;-0.000290098;51.4853;-43.4721;-225;6.21662;-45.0003;-1;-3;-1;0;-0.00029002;51.4853;-43.4721;-225;6.21662;-45.0003
115;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;-0.00274339;51.4849;-43.472;134.999;6.21653;-44.9999;-1;1;-1;0;-0.000290098;51.4853;-43.4721;135;6.21662;-45.0003;-1;1;-1;0;-0.000290208;51.4853;-43.4721;135;6.21662;-45.0003
116;2;0;0;-4;0;FALSE;TRUE;FALSE;TRUE;89.9992;-16.797;44.4497;180;46.2484;-360;0;2;-4;0;90.0001;-16.7968;44.4496;180;46.2484;-360;1;2;-4;0;90.0001;-16.7968;44.4496;180;46.2484;-360
116;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;89.9984;-16.7976;44.4497;180;46.2483;9.83678E-5;0;2;0;0;90.0001;-16.7968;44.4496;180;46.2484;9.77951E-5;1;2;0;0;90.0001;-16.7968;44.4496;180;46.2484;9.89124E-5
117;7;0;-4;4;0;TRUE;FALSE;TRUE;FALSE;-44.9989;-9.25718;-9.40789;-135;46.0654;270;-1;-2;2;0;-45.0003;-9.25626;-9.40794;-135;46.0653;270;-1;-2;2;0;-45.0003;-9.25626;-9.40794;-135;46.0653;270
119;1;0;-4;-4;0;FALSE;TRUE;FALSE;TRUE;-44.999;49.7199;27.1522;-135;39.14;-135;-1;-2;-2;0;-45.0001;49.7201;27.1517;-135;39.14;-135;-1;-2;-2;0;-45.0001;49.7201;27.1517;-135;39.14;-135
122;1;0;-4;-4;0;FALSE;TRUE;FALSE;TRUE;-44.999;-3.99059;-41.7662;-135;45.7888;-135.001;-1;-2;-2;0;-45.0006;-3.98999;-41.7661;-135.001;45.7888;-135.001;-1;-2;-2;0;-45.0006;-3.98999;-41.7661;-135.001;45.7888;-135.001
122;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;-44.9995;-3.9904;-41.7661;224.999;45.7888;-135.001;-1;2;-2;0;-45.0006;-3.98999;-41.7661;224.999;45.7888;-135.001;-1;2;-2;0;-45.0006;-3.98999;-41.7661;224.999;45.7888;-135.001
124;5;0;0;0;0;FALSE;TRUE;FALSE;TRUE;-0.000931517;-40.2934;10.8144;89.9996;33.9488;-0.000677799;-1;0;-1;0;-0.000517769;-40.2936;10.8139;89.9995;33.9488;-0.000532491;-1;0;-1;0;-0.000517962;-40.2936;10.8139;89.9995;33.9488;-0.000532234
126;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;135;8.5348;24.5648;45.0007;50.7821;90.0009;1;0;1;0;135.001;8.5348;24.565;45.0009;50.7822;90.0009;1;0;1;0;135.001;8.5348;24.565;45.0009;50.7822;90.0009
129;4;0;-4;0;0;TRUE;FALSE;TRUE;FALSE;-134.999;38.2608;-53.2796;-179.999;24.6175;180;-2;-2;2;0;-134.999;38.2611;-53.2795;-179.999;24.6175;180.001;-2;-2;2;0;-134.999;38.2611;-53.2795;-179.999;24.6174;180.001
129;5;0;0;0;0;FALSE;FALSE;FALSE;TRUE;-135;38.2609;-53.2796;180;24.6175;180.001;-2;2;2;0;-134.999;38.2611;-53.2795;180.001;24.6175;180.001;-2;2;2;0;-134.999;38.2611;-53.2795;180.001;24.6174;180.001
131;4;0;-4;0;0;TRUE;FALSE;TRUE;FALSE;-45.0003;16.1742;-24.0239;-135;1.38981;44.9997;-1;-2;0;0;-45.0002;16.1742;-24.0239;-135;1.38981;44.9996;-1;-2;0;0;-45.0002;16.1742;-24.0239;-135;1.38981;44.9997
133;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;89.9996;28.3322;3.98626;180.001;24.4544;-179.999;0;2;-2;0;90.0006;28.3328;3.98602;180.001;24.4545;-179.999;1;2;-2;0;90.0006;28.3328;3.98602;180.001;24.4545;-179.999
134;2;0;0;-4;0;TRUE;FALSE;TRUE;FALSE;135;-13.1895;-27.9952;225;2.47017;-360;1;2;-5;0;135;-13.1895;-27.9952;225;2.47017;-360;1;2;-5;0;135;-13.1895;-27.9952;225;2.47017;-360
134;5;0;0;0;0;FALSE;TRUE;FALSE;TRUE;135;-13.1895;-27.9952;225;2.47017;-0.000374232;1;2;-1;0;135;-13.1895;-27.9952;225;2.47017;-0.000378917;1;2;-1;0;135;-13.1895;-27.9952;225;2.47017;-0.000377768
142;5;0;0;0;0;FALSE;TRUE;FALSE;TRUE;45.0005;1.13318;-12.6535;-134.999;19.8639;-89.9995;0;-2;-1;0;45.0006;1.13346;-12.6533;-134.999;19.8639;-89.9994;0;-2;-1;0;45.0006;1.13346;-12.6533;-134.999;19.8639;-89.9994
143;5;0;0;0;0;FALSE;TRUE;FALSE;TRUE;89.9988;40.6077;-10.4118;-135;24.7896;45.0007;0;-2;0;0;90.0003;40.6085;-10.4117;-135;24.7896;45.0003;1;-2;0;0;90.0003;40.6085;-10.4117;-135;24.7896;45.0003
149;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;89.9989;-5.92441;-63.349;180;38.9862;180;0;1;1;0;89.9998;-5.92366;-63.3488;180;38.9862;180;0;1;1;0;89.9998;-5.92366;-63.3488;180;38.9862;180
152;8;0;0;4;0;FALSE;TRUE;FALSE;TRUE;-89.9983;14.1379;-4.81753;-44.9999;34.7344;270;-1;-1;3;0;-89.9996;14.138;-4.81765;-44.9996;34.7343;270;-1;-1;3;0;-89.9996;14.138;-4.81765;-44.9996;34.7343;270
153;5;0;0;0;0;FALSE;TRUE;FALSE;TRUE;-45.0002;39.1803;-48.3758;-90.0002;9.54009;135;-1;-2;1;0;-45.0001;39.1803;-48.3758;-90.0002;9.54008;135;-1;-2;1;0;-45.0001;39.1803;-48.3758;-90.0001;9.54008;135
154;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;44.998;37.7291;-35.1723;89.9998;55.2373;225;0;0;2;0;44.9997;37.73;-35.1723;89.9997;55.2373;225;0;0;2;0;44.9997;37.73;-35.1723;89.9997;55.2373;225
157;8;0;0;4;0;FALSE;TRUE;FALSE;TRUE;-89.9985;12.1226;6.54093;180.001;23.1691;225;-1;2;2;0;-89.9995;12.1238;6.54104;180;23.169;225;-1;2;2;0;-89.9995;12.1238;6.54104;180;23.169;225
159;4;0;-4;0;0;TRUE;FALSE;TRUE;FALSE;45.0024;51.2904;-6.32501;-224.999;23.7587;45.0007;0;-3;0;0;45.0008;51.2912;-6.32526;-224.999;23.7587;45.0008;0;-3;0;0;45.0008;51.2912;-6.32526;-224.999;23.7587;45.0008
163;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;90.0003;-9.05486;-33.6488;90.0002;2.40974;90.0004;1;1;1;0;90.0003;-9.05484;-33.6488;90.0002;2.40974;90.0004;1;1;1;0;90.0003;-9.05484;-33.6488;90.0002;2.40974;90.0004
165;3;0;4;-4;0;TRUE;FALSE;TRUE;FALSE;-90.0016;26.7095;-33.9864;225;23.517;-269.999;-2;2;-3;0;-89.9996;26.7104;-33.986;225;23.517;-270;-1;2;-3;0;-89.9996;26.7104;-33.986;225;23.517;-270
165;6;0;4;0;0;FALSE;TRUE;FALSE;TRUE;-89.9997;26.7104;-33.986;225;23.517;90.0004;-1;2;1;0;-89.9996;26.7104;-33.986;225;23.517;90.0004;-1;2;1;0;-89.9996;26.7104;-33.986;225;23.5169;90.0004
166;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;44.999;1.5503;-5.38901;45;33.2109;44.9998;0;0;0;0;44.9999;1.55096;-5.38896;44.9999;33.2108;44.9999;0;0;0;0;44.9999;1.55096;-5.38896;44.9999;33.2108;44.9999
167;2;0;0;-4;0;FALSE;TRUE;FALSE;TRUE;89.998;25.5162;-15.3393;44.9993;6.971;-135.001;0;0;-2;0;89.999;25.5165;-15.3392;44.999;6.97104;-135.001;0;0;-2;0;89.999;25.5165;-15.3392;44.999;6.97104;-135.001
167;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;89.9975;25.5158;-15.3394;44.999;6.97104;224.999;0;0;2;0;89.999;25.5165;-15.3392;44.999;6.97104;224.999;0;0;2;0;89.999;25.5165;-15.3392;44.999;6.97104;224.999
170;4;0;-4;0;0;TRUE;FALSE;TRUE;FALSE;-44.9992;2.64914;49.1984;-269.999;42.6173;45.0009;-1;-3;0;0;-44.9991;2.64962;49.1986;-269.999;42.6173;45.0009;-1;-3;0;0;-44.9991;2.64962;49.1986;-269.999;42.6173;45.0009
171;4;0;-4;0;0;TRUE;FALSE;TRUE;FALSE;-44.9996;40.1315;7.98151;-135;28.3125;135;-1;-2;1;0;-45.0005;40.1324;7.9812;-135;28.3126;135;-1;-2;1;0;-45.0005;40.1324;7.9812;-135;28.3126;135
171;5;0;0;0;0;FALSE;TRUE;FALSE;TRUE;-45.0001;40.1322;7.98143;224.999;28.3127;135;-1;2;1;0;-45.0005;40.1324;7.9812;225;28.3126;135;-1;2;1;0;-45.0005;40.1324;7.9812;225;28.3126;135
174;3;0;4;-4;0;TRUE;FALSE;TRUE;FALSE;-0.00152124;-43.2342;-21.0472;225;37.1055;-360;-1;2;-4;0;0.000285623;-43.2344;-21.0483;225;37.1056;-360;0;2;-4;0;0.000281654;-43.2344;-21.0483;225;37.1056;-360
177;1;0;-4;-4;0;TRUE;FALSE;TRUE;FALSE;-90.0004;-1.55829;-11.9788;-180;52.6865;-135;-2;-3;-2;0;-90.0003;-1.55827;-11.9788;-180;52.6866;-135;-2;-3;-2;0;-90.0003;-1.55827;-11.9788;-180;52.6866;-135
183;2;0;0;-4;0;FALSE;TRUE;FALSE;TRUE;89.9999;47.7901;-30.6455;135;13.6271;-360;0;1;-5;0;89.9998;47.7901;-30.6455;135;13.6271;-360;0;1;-5;0;89.9998;47.7901;-30.6455;135;13.6271;-360
183;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;90.0015;47.7886;-30.6452;135.001;13.6272;-0.00077788;1;1;-1;0;89.9998;47.7901;-30.6455;135;13.6271;-0.000156214;0;1;-1;0;89.9998;47.7901;-30.6455;135;13.6271;-0.000152728
187;6;0;4;0;0;TRUE;FALSE;TRUE;FALSE;-89.9978;-45.0877;-18.3229;270;39.2024;180;-1;2;1;0;-90;-45.0874;-18.3227;270;39.2022;180;-2;2;1;0;-90;-45.0874;-18.3227;270;39.2022;180
